CPU	 1	 4.71668
CPU	 3	 4.58333
CPU	 5	 4.46665
CPU	 7	 4.31668
CPU	 9	 4.18332
CPU	 11	 4
CPU	 13	 3.86667
CPU	 15	 3.66665
CPU	 17	 3.48335
CPU	 19	 3.3
IO	 10	 8550.7
IO	 0	 8553.38
IO	 2	 8554.38
IO	 6	 8554.2
IO	 14	 8554.08
IO	 4	 8555.98
IO	 16	 8555.53
IO	 8	 8556.88
IO	 12	 8556.72
IO	 18	 8556.42
