CPU	 1	 0.516675
CPU	 3	 5.18332
CPU	 5	 4.95
CPU	 7	 4.81665
CPU	 9	 4.66665
CPU	 11	 4.51668
CPU	 13	 4.33335
CPU	 15	 4.15
CPU	 17	 3.98332
CPU	 19	 3.8
IO	 4	 9425.22
IO	 14	 9427.95
IO	 16	 9430.63
IO	 8	 9438.87
IO	 18	 9438.05
IO	 0	 9440.78
IO	 2	 9440.98
IO	 10	 9440.1
IO	 12	 9440.13
IO	 6	 9441.53
